Column1;title;date;url;author;topic;summary;text
478;Covid 19. Le taux d'incidence au plus bas depuis un an dans les Landes;20/09/2021;https://actu.fr/societe/coronavirus/covid-19-le-taux-d-incidence-au-plus-bas-depuis-un-an-dans-les-landes_45032296.html;Sébastien Comet;societe;Ce lundi 20 septembre, les derniers chiffres font état d'une baisse du taux d'incidence qui est désormais de 33 cas pour 100 000 personnes.;Actu Nouvelle-Aquitaine Landes Covid 19. Le taux d'incidence au plus bas depuis un an dans les Landes Ce lundi 20 septembre, les derniers chiffres font état d'une baisse du taux d'incidence qui est désormais de 33 cas pour 100 000 personnes. Le taux d’incidence est au plus bas dans les Landes depuis un an   Actu Landes Mon actu Suivre Le département continue, chaque semaine, de voir le taux d’incidence baisser. Alors qu’il était de 45 cas la semaine dernière, les derniers chiffres du site covid tracker, datés du 19 septembre, fait état de 33 cas pour 100 000 personnes. À lire aussi Landes. Accusé de récidive pour violences et menaces de mort sur sa compagne, il est incarcéré Étendre le pass sanitaire mais l’alléger suivant les endroits Au 15 septembre, 81% des Landais avaient reçu au moins une dose du vaccin. Le gouvernement a annoncé qu’il devrait alléger les mesures sanitaires dans les territoires les plus épargnés. Il réfléchit également à un projet de loi pour étendre le pass sanitaire après le 15 novembre.  
479;Mort d'une femme de 74 ans au Luxembourg : lien confirmé avec le vaccin AstraZeneca;20/09/2021;https://actu.fr/societe/coronavirus/mort-d-une-femme-de-74-ans-au-luxembourg-lien-confirme-avec-le-vaccin-astrazeneca_45024005.html;Amandine Mehl;societe;Une femme de 74 ans est décédée après avoir reçu une dose du vaccin AstraZeneca. D'après des analyses, elle a été victime d'une thrombocytopénie immunitaire-thrombotique.;Actu Mort d'une femme de 74 ans au Luxembourg : lien confirmé avec le vaccin AstraZeneca Une femme de 74 ans est décédée après avoir reçu une dose du vaccin AstraZeneca. D'après des analyses, elle a été victime d'une thrombocytopénie immunitaire-thrombotique. Cette femme de 74 ans est décédée deux semaines seulement après avoir reçu une dose du vaccin AstraZeneca au Luxembourg.    Lorraine Actu Mon actu Suivre Deux semaines seulement après avoir reçu une dose du vaccin AstraZeneca contre le Covid-19, une femme âgée de 74 ans mourait au Luxembourg, en avril 2021. Des analyses, réalisées par le Laboratoire national de santé et l’Universitätsmedizin Greifswald en Allemagne, ont révélé que le décès est bien lié au vaccin administré. « Les analyses effectuées sont compatibles avec la thrombocytopénie immunitaire-thrombotique induite par le vaccin contre le covid-19 », a en effet fait indiqué la justice luxembourgeoise. À lire aussi Vaccin AstraZeneca en Moselle : « Les patients sont affolés », alerte l’Ordre départemental des médecins Affaire classée par la justice Après le décès de la septuagénaire, jugé suspect par son médecin traitant, une autopsie avait été ordonnée et réalisée le 13 avril 2021. Le juge d’instruction a ensuite fait saisir le dossier médical de la victime, en vue d’expertises. Au vu des éléments, le ministère public a annoncé le classement de l’affaire, sans suites pénales « aucune infraction pénale n’ayant pu être constatée ». 
480;Covid-19 en Mayenne : où se faire dépister sans rendez-vous du lundi 20 au vendredi 24 septembre;20/09/2021;https://actu.fr/societe/coronavirus/covid-19-en-mayenne-ou-se-faire-depister-sans-rendez-vous-du-lundi-20-au-vendredi-24-septembre_45022625.html;Rédaction Courrier de la Mayenne;societe;Face à l'épidémie de covid, il est toujours possible de se faire dépister sans rendez-vous en Mayenne. Voilà où vous pouvez le faire du 20 au 24 septembre 2021.;Actu Pays de la Loire Mayenne Covid-19 en Mayenne : où se faire dépister sans rendez-vous du lundi 20 au vendredi 24 septembre Face à l'épidémie de covid, il est toujours possible de se faire dépister sans rendez-vous en Mayenne. Voilà où vous pouvez le faire du 20 au 24 septembre 2021. Huit demi-journées de dépistage sans rendez-vous sont organisées en Mayenne du lundi 20 au vendredi 24 septembre 2021.    Le Courrier de la Mayenne Mon actu Suivre Une incidence inférieure à 50 cas pour 100 000 habitants. Le taux permettant le suivi du covid-19 est repassé sous le seuil d’alerte en Mayenne. Cela n’empêche pas d’avoir parfois besoin de se faire dépister. A Laval, Mayenne, Craon et Château-Gontier Outre les tests sur rendez-vous en laboratoire privé ou les tests antigéniques en pharmacie, l’ARS et la préfecture de la Mayenne organisent toujours une campagne de dépistage par test PCR sans rendez-vous. Du lundi 20 au vendredi 24 septembre 2021, elle s’organise sur huit demi-journées. Lundi 20 septembre : à Craon jusqu’à 13h salle des fêtes du Mûrier, de 15h à 19h place Maréchal Leclerc. Dispositif de #dépistage #COVID19 en #Mayenne [Lundi 20 septembre] Les sites de dépistage sont aujourd'hui à : ??Craon ? horaires : de 9h à 13h et 15h à 19h Plus d'infos sur https://t.co/hF1mz4LJIt pic.twitter.com/n37Aa8f0B0 — Préfet de la Mayenne (@Prefet53) September 20, 2021 Mardi 21 septembre : à Laval de 9h à 13h sur le parking du Palindrome, à Mayenne de 15h à 19h sur le parking du hall d’exposition. Mercredi 22 septembre : à Laval de 9h à 13h sur le parking du Palindrome. Jeudi 23 septembre : à Laval de 9h à 13h sur le parking du Palindrome, à Château-Gontier-sur-Mayenne de 15h à 19h à la halle du Haut Anjou. Vendredi 24 septembre : à Laval de 9h à 13h sur le parking du Palindrome. À lire aussi Evron : le centre de vaccination déménage ce lundi 20 septembre Les raisons de faire un test Un test est indiqué si vous êtes symptômatiques, si vous êtes cas contact ou si vous avez pu vous trouver dans une situation à risque (pas de respect des gestes barrières). Dans ce dernier cas, il est recommandé d’attendre sept jours avant d’effectuer le test. 
481;Écoles. 83 classes fermées en Seine-et-Marne à la suite de cas de Covid-19;20/09/2021;https://actu.fr/societe/coronavirus/ecoles-83-classes-fermees-en-seine-et-marne-a-la-suite-de-cas-de-covid-19_45017207.html;Geoffrey Faucheux;societe;Si aucun établissement scolaire de l'Académie de Créteil n'affiche pour le moment portes closes, 246 classes sont fermées en raison du Covid-19, dont 83 en Seine-et-Marne.;Actu Île-de-France Seine-et-Marne Écoles. 83 classes fermées en Seine-et-Marne à la suite de cas de Covid-19 Si aucun établissement scolaire de l'Académie de Créteil n'affiche pour le moment portes closes, 246 classes sont fermées en raison du Covid-19, dont 83 en Seine-et-Marne. 1 451 cas de Covid-19 ont été enregistrés chez des élèves de l’Académie de Créteil entre le 9 et le 16 septembre.    La République de Seine et Marne Mon actu Suivre Le 2 septembre, l’ensemble des établissements scolaires de Seine-et-Marne faisaient leur rentrée selon le niveau 2 du protocole sanitaire décidé par l’Éducation nationale. Prévoyant l’ensemble des cours en présentiel, le port du masque obligatoire à l’intérieur dès la primaire, une aération renforcée, et surtout un brassage des élèves possible, mais limité par niveau. Des mesures qui semblent globalement porter leurs fruits. À lire aussi Seine-et-Marne. Entre fermetures et ouvertures de classes, l’académie voit flou « Le nombre de classes fermées est faible » En effet, si 246 classes étaient fermées en date du 16 septembre sur l’ensemble de l’Académie de Créteil (ce qui représente 0,61 % des 40 036 classes existantes), dont 83 en Seine-et-Marne, aucune école, aucun collège et aucun lycée n’a pour le moment été dans l’obligation de fermer totalement ses portes : « Il est vrai qu’il y a des classes fermées, mais aujourd’hui leur nombre est assez faible », se réjouit-on ainsi du côté de la direction académique. Au total, entre le 9 et le 16 septembre, ce sont 1 451 cas de Covid qui ont été confirmés du côté des élèves (soit 0,15 % des 916 850 élèves que compte l’Académie) et 136 cas côté personnel (soit 0,20 % des 65 110 membres du personnel que compte l’Académie). Des chiffres qui ne rassurent toutefois pas totalement les syndicats : « Avec les tests salivaires qui vont reprendre, cela m’étonnerait que le nombre de cas n’évolue pas. En effet, aujourd’hui, les élèves qui sont testés le sont parce qu’ils ressentent des symptômes, mais avec les tests salivaires les cas positifs seront aussi des élèves asymptomatiques », explique ainsi Thierry Grignon, enseignant en école élémentaire et délégué SNUIPP (Syndicat national unitaire des instituteurs, professeurs des écoles et PEGC). « Des corrections qui créent la confusion » Mais selon lui, le vrai problème repose sur le manque de clarté du protocole en vigueur : « Il y a des mesures qui semblent claires vues de l’extérieur, mais ensuite l’Éducation nationale apporte des petites corrections qui créent la confusion, que cela soit chez les professeurs ou chez les parents d’élèves. Ce sont ces petites modifications que nous déplorons », confie le délégué syndical. Néanmoins, Thierry Grignon assure ne pas être favorable à une vaccination obligatoire des élèves et des enseignants, même en cas d’augmentation du nombre de cas : « L’obligation vaccinale entraîne beaucoup de tensions, on a pu voir ça avec le personnel de santé. Or, aujourd’hui, notre société est déjà assez tendue pour en rajouter. Nous sommes davantage favorables à une incitation pour ceux qui hésiteraient », conclut-il. 
482;Un projet de loi pour étendre le pass sanitaire après le 15 novembre;20/09/2021;https://actu.fr/societe/coronavirus/un-projet-de-loi-pour-etendre-le-pass-sanitaire-apres-le-15-novembre_45021001.html;Rédaction Actu;societe;Ce projet de loi sera présenté le 13 octobre en Conseil des ministres. Le gouvernement n'exclut pas d'adapter les règles à la situation locale.;Actu Coronavirus Un projet de loi pour étendre le pass sanitaire après le 15 novembre Ce projet de loi sera présenté le 13 octobre en Conseil des ministres. Le gouvernement n'exclut pas d'adapter les règles à la situation locale. Un projet de loi pour proroger le pass sanitaire au-delà du 15 novembre sera présenté le 13 octobre en Conseil des ministres.    Actu Mon actu Suivre Un projet de loi pour proroger le pass sanitaire au-delà du 15 novembre « est en cours d’élaboration et sera présenté le 13 octobre en Conseil des ministres », a annoncé lundi 20 septembre 2021 à l’AFP l’entourage du Premier ministre Jean Castex. Face à une amélioration de la situation de l’épidémie de Covid-19 en France, le président Emmanuel Macron s’est dit prêt à « lever certaines contraintes » dans les « territoires où le virus circule moins vite », sans donner d’échéancier. Adopté le 26 juillet  Jean Castex devrait évoquer ce projet de loi lors d’un rendez-vous avec le président du Sénat Gérard Larcher (LR) dans l’après-midi. La question pourrait aussi être abordée lors du petit-déjeuner de la majorité mardi matin. Le Parlement avait adopté dans la nuit du 25 au 26 juillet le dispositif du pass sanitaire instauré jusqu’au 15 novembre. Pour aller au-delà, un nouveau vote est nécessaire. « Adapter les règles » Dimanche, le porte-parole du gouvernement Gabriel Attal a souligné l’amélioration de la situation épidémique et évoqué une « réflexion » pour « adapter les règles » à « la situation locale et à l’évolution de la situation locale ». Il a aussi mentionné un prochain Conseil de défense sur le sujet, « probablement » mercredi. Depuis l’instauration du pass sanitaire, le gouvernement revendique les bons chiffres en matière de vaccination, avec le franchissement du seuil de 50 millions de primo-vaccinés vendredi. Contestation  Le pass, un certificat de vaccination ou un test négatif au Covid, exigé notamment pour se rendre dans les cafés et restaurants ou prendre les transports de longue distance, suscite un mouvement de contestation dans la rue. Une nouvelle mobilisation a eu lieu samedi contre le pass ou la vaccination obligatoire des soignants et de certaines professions en contact avec le public. Le ministère de l’Intérieur a recensé 199 rassemblements en France et 80 000 manifestants, contre 121 000 le samedi précédent ou 237 000 participants le 7 août. Source : © 2021 AFP 
483;Bientôt la fin du pass sanitaire ? Ces départements qui pourraient être concernés dans le Grand Est;20/09/2021;https://actu.fr/societe/coronavirus/bientot-la-fin-du-pass-sanitaire-ces-departements-qui-pourraient-etre-concernes-dans-le-grand-est_45018497.html;Nicolas Zaugra;societe;"Le gouvernement réfléchit à un ""pass sanitaire local"". Des départements pourraient voir disparaître le dispositif tandis que le gouvernement veut prolonger la mesure.";"Actu Grand-Est Bientôt la fin du pass sanitaire ? Ces départements qui pourraient être concernés dans le Grand Est Le gouvernement réfléchit à un ""pass sanitaire local"". Des départements pourraient voir disparaître le dispositif tandis que le gouvernement veut prolonger la mesure. Dans le Grand Est, plusieurs départements passent en vert avec un taux d’incidence en-dessous de 50 cas pour 100 000 habitants.    Lorraine Actu Mon actu Suivre Vers la fin du pass sanitaire dans certains départements, où l’épidémie de Covid-19 a nettement reculé ces dernières semaines ? Le gouvernement envisage effectivement de localiser la mesure en fonction de la situation épidémique.  Dans le même temps, l’entourage de Jean Castex a précisé à l’AFP ce lundi 20 septembre qu’un projet de loi sera présenté le 13 octobre prochain pour une prolongation du pass sanitaire au-delà de la date du 15 novembre.  Un possible pass sanitaire local Dans une interview au Parisien, dimanche 19 septembre, le ministre de la Santé Olivier Véran a annoncé la fin probable de certaines restrictions, comme le pass sanitaire.  « Si la situation continuait de s’améliorer, nous pourrions alléger progressivement les restrictions, là où le virus circule le moins d’abord, puis partout sur le territoire. Cet allégement pourrait inclure le pass sanitaire. » Une idée également défendue par Gabriel Attal, porte-parole du gouvernement, qui évoque sur BFMTV l’hypothèse d’un « pass sanitaire local », dont l’application dépendrait de la situation épidémique de chaque région ou département.  À lire aussi Oise : le masque ne sera plus obligatoire dans les lieux soumis au pass sanitaire Quel seuil pour la fin du pass sanitaire ? Le gouvernement va se pencher cette semaine sur la question, lors d’un conseil de défense mercredi, et décider des modalités de ce pass sanitaire local. Le seuil du taux d’incidence doit être tranché.  Une trentaine de département affiche un taux d’incidence inférieur à 50 cas pour 100.000 habitants. C’est ce seuil qui pourrait remporter l’adhésion du gouvernement.  Dans la région Grand Est, les départements en dessous de ce seuil (en vert sur la carte) sont la Meuse, les Vosges, la Haute-Marne, les Ardennes et l’Aube. Tous les autres départements du Grand Est sont situés entre 50 et 100 à l’exception du Haut-Rhin (106 cas pour 100 000 habitants). Meuse : 42 cas pour 100 000 habitants Aube : 42 cas pour 100 000 habitants Vosges : 44 cas pour 100 000 habitants Ardennes : 44 cas pour 100 000 habitants Haute-Marne : 50 cas pour 100 000 habitants Marne : 66 cas pour 100 000 habitants Meurthe-et-Moselle : 65 cas pour 100 000 habitants Bas-Rhin : 78 cas pour 100 000 habitants Moselle : 94 cas pour 100 000 habitants Haut-Rhin : 106 cas pour 100 000 habitants Pour rappel, le pass sanitaire s’applique dans les bars, restaurants, discothèques, musées, parcs de loisirs, lieux culturels et de loisirs, événements, concerts, TGV et Intercités, avions ou bus longues distances.  "
484;Nouvelle opération de vaccination sans rendez-vous au centre de vaccination de Lunesse à Angoulême;20/09/2021;https://actu.fr/nouvelle-aquitaine/angouleme_16015/nouvelle-operation-de-vaccination-sans-rendez-vous-au-centre-de-vaccination-de-lunesse-a-angouleme_45017022.html;Antoine Colin;societe;Le centre de vaccination de Lunesse propose un nouvel accueil sans rendez-vous pour les personnes non-vaccinés du 20 au 24 septembre à Angoulême.;Actu Nouvelle-Aquitaine Charente Angoulême Nouvelle opération de vaccination sans rendez-vous au centre de vaccination de Lunesse à Angoulême Le centre de vaccination de Lunesse propose un nouvel accueil sans rendez-vous pour les personnes non-vaccinés du 20 au 24 septembre à Angoulême. Le taux d’incidence en Charente est de 38 cas sur 100 000 habitants sur les 7 derniers jours.   Actu Charente Mon actu Suivre Avec un taux d’incidence en légère baisse depuis plusieurs semaines en Charente, le département compte bien continuer sur ce chemin pour augmenter son taux de vaccination. Pour cela, le centre de Lunesse veut faciliter l’accès à la vaccination cette semaine en proposant des créneaux sans rendez-vous à partir d’aujourd’hui. À lire aussi Charente : lancement des travaux entre les giratoires de Badoris et Boisdons sur la RD72 La vaccination ouvert à tous Si les chiffres sur la propagation du virus semblent se stabiliser ces derniers temps, les autorités souhaitent rester vigilantes.  Le taux de vaccination est de 74,3 % dans le département et des personnes attendent encore de pouvoir se faire vacciner. C’est pour cette raison que le centre de vaccination de Lunesse veut leur permettre de sauter le pas. Les personnes désireuses de se faire vacciner pourront donc se présenter au centre de 9h à 11h30 et de 14h à 16h30, sans rendez-vous, munies de leur carte vitale et d’une pièce d’identité. Pour les mineurs de moins de 16 ans, ils devront présenter une autorisation d’un des deux parents. Une mobilisation dans le secondaire Par ailleurs, le champ d’action du centre de vaccination de Lunesse ne s’arrête pas là. Au contraire, il se mobilise pour aller à la rencontre des élèves des lycées et collèges, mais aussi les étudiants du campus d’Angoulême. Parmi les établissements du secondaire concernés, le collège René Cassin, collège Jules Verne, collège et Lycée St-Paul, lycée Guez-de-Balzac, collège et lycée Ste-Marthe-Chavagnes et le lycée St- Joseph. Les prochaines dates de campagne sont : -jeudi 23 septembre au Lycée St-Joseph de St-Yrieix. -vendredi 24 septembre au collège René Cassin de Gond-Pontouvre. 
485;Moorea - Les sapeurs-pompiers formés à la vaccination;20/09/2021;https://actu.fr/polynesie-francaise/moorea-maiao_98729/moorea-les-sapeurs-pompiers-formes-a-la-vaccination_45045080.html;Correspondant La Dépêche de Tahiti;societe;Les semaines passent et le taux de cas positifs à la Covid est à la baisse à Moorea-Maiao.;Actu Polynésie Française Îles-du-Vent Moorea-Maiao Moorea - Les sapeurs-pompiers formés à la vaccination Les semaines passent et le taux de cas positifs à la Covid est à la baisse à Moorea-Maiao. La semaine dernière, un sapeur-pompier de   La Dépêche de Tahiti Mon actu Suivre La situation vaccinale à Moorea-Maiao poursuit son cours avec des chiffres à la baisse, expliqués par une couverture vaccinale de plus en plus satisfaisante et un nombre de cas positifs relevé à la baisse. En semaine 36 (du 6 au 12 septembre), les 31 tests réalisés dans les différents centres se sont révélés positifs (118 en semaine 35) ce qui donne un taux d’incidence de 172 pour 100 000 habitants (656 pour la semaine 35). Des chiffres qui s’alignent aux relevés obtenus sur l’ensemble du territoire, laissant entrevoir un retour à la normale, espéré d’ici la mi-novembre comme l’avait annoncé Philippe Biarez au haut-commissaire lors de sa visite du 9 septembre à Moorea, à condition toutefois qu’un autre variant ne fasse pas son apparition sur le territoire. Dans les grilles présentées au dernier PCS de Moorea qui s’est tenu jeudi dernier, 49,3% des personnes de plus de 12 ans ont un schéma vaccinal complet (71,5% pour les plus de 65 ans). Dans le schéma 1 dose, les taux sont les suivants : 64,5% pour les plus de 12 ans et 82,7% pour les plus de 65 ans. Vingt agents opérationnels Les opérations dans les quartiers, réactualisées la semaine dernière avec des équipes de cinq personnes chargées d’informer sur la vaccination, voire de procéder à la vaccination sur site, ont pour objectif de toucher l’ensemble de la population de l’île. Le public ciblé est celui qui connaît des difficultés de déplacement ou qui hésite à se rapprocher des instances sanitaires– hôpital de Afareaitu ou sites décentralisés, tels que ceux de Papetoai, Haapiti ou Maharepa-centre. Des sites qui offrent aux plus de 65 ans la possibilité de recevoir une troisième dose. Cette volonté d’étendre au maximum la vaccination s’est traduite mardi dernier par une séance d’initiation à la vaccination dirigée par le sergent Julien Cudesco, de la délégation des sapeurs-pompiers de Paris venue en renfort sur le territoire. Cette formation destinée aux sapeurs-pompiers de Moorea a concerné 20 agents répartis en deux groupes, pour une cession d’une heure, théorique et pratique sur mannequin. Désormais les sapeurs-pompiers de Moorea-Maiao pourront intervenir en renfort à la demande de la Santé publique dans les différents vaccinodromes de l’île. Maiao toujours en situation Covid-free recevra une délégation de la santé publique pour une nouvelle opération de vaccinations le 29 septembre. À ce jour, près de 80% de la population vaccinable (353 habitants) ont reçu leur dose. 
486;Vaccinodromes : 1 690 injections;20/09/2021;https://actu.fr/societe/coronavirus/vaccinodromes-1-690-injections_45045041.html;Christophe Cozette;societe;Les chiffres du week-end dernier.;Actu Vaccinodromes : 1 690 injections Les chiffres du week-end dernier. 1 346 personnes de plus ont désormais un schéma vaccinal complet.    La Dépêche de Tahiti Mon actu Suivre Mille six cent quatre-vingt-dix doses de vaccins ont été injectées le weekend dernier dans les différents vaccinodromes mis en place dont à la présidence (photo), selon le responsable de la plateforme Covid, Manutea Gay, joint hier en fin de journée. 344 nouvelles doses du vaccin Pfizer ont été administrées. 1 346 personnes de plus ont désormais un schéma vaccinal complet. 
487;Covid-19. A Chartres, le dépistage en plein-air se poursuit jusqu'au 1er octobre;20/09/2021;https://actu.fr/centre-val-de-loire/chartres_28085/covid-19-a-chartres-le-depistage-en-plein-air-se-poursuit-jusqu-au-1er-octobre_45016944.html;Inès Genetay;societe;Afin d'endiguer la pandémie de Covid-19, la Ville de Chartres organise, jusqu'au 1er octobre 2021, un dépistage en plein-air.;Actu Centre-Val de Loire Eure-et-Loir Chartres Covid-19. A Chartres, le dépistage en plein-air se poursuit jusqu'au 1er octobre Afin d'endiguer la pandémie de Covid-19, la Ville de Chartres organise, jusqu'au 1er octobre 2021, un dépistage en plein-air. Une campagne de dépistage contre la Covid-19 à Chartres jusqu’au 1er octobre 2021.    Actu Chartres Mon actu Suivre Après quelques opérations cet été, la Ville de Chartres poursuit sa campagne de dépistage à la Covid-19 en plein-air.  Ces sessions de dépistage auront lieu tous les lundis, mercredis et vendredi de 10 h à 18 h, sur la place des Epars de Chartres (Eure-et-Loir) et jusqu’au 1er octobre 2021.  À lire aussi Chroniques d’ici et d’ailleurs #12 : l’histoire d’un ovni au-dessus de la cathédrale de Chartres et en Eure-et-Loir Organisé avec Chartres Métropole, l’Agence Régionale de Santé Centre-Val de Loire et la Croix-Rouge, le dépistage s’effectue sans rendez-vous. Il est ouvert à tous sur présentation d’une carte vitale à jour et d’une pièce d’identité, également en présence d’un adulte pour les personnes mineures.  Il s’agit de tests antigéniques.   . 
488;Inédit : huit patients Covid évacués vers Paris;20/09/2021;https://actu.fr/societe/coronavirus/inedit-huit-patients-covid-evacues-vers-paris_45044770.html;Rédaction La Dépêche de Tahiti;societe;Mise en œuvre de l'opération Manuea.;Actu Inédit : huit patients Covid évacués vers   La Dépêche de Tahiti Mon actu Suivre Le haut-commissaire Dominique Sorain et le président du Pays, Édouard Fritch, se sont rendus à l’aéroport de Tahiti-Faa’a, vendredi soir dernier, à l’occasion de l’opération d’évacuation sanitaire Manuea. Cette opération inédite, sollicitée par le Pays, et mise en œuvre par le ministère national de la Santé et des Solidarités, est conduite par le professeur Pierre Carli, chef de service d’anesthésie-réanimation à l’hôpital Necker-Enfants malades, le docteur François Braun, président du Samu-Urgences de France, le docteur Lionel Lamhaut, médecin urgentiste au Samu de Paris-Smur Necker, en association avec les soignants du centre hospitalier, de l’Agence de régulation sanitaire (Arass) et la direction de la santé. D’importants moyens techniques et humains ont été mobilisés pour transférer huit patients atteints de la Covid-19, via un Airbus A350 spécialement amén-gé en service de réanimation volant. Les patients devaient atterrir à Orly, en Métropole, après une escale technique à Pointe-à-Pitre. « La coordination État-Pays indispensable à la mise en œuvre de cette opération de grande envergure illustre une nouvelle fois toute la volonté des autorités de faciliter le retour à un état normal de fonctionnement des structures de santé polynésiennes », assurent les services de l’État. « Il s’agit de permettre la reprise d’une vie collective avec moins de contraintes sanitaires, tout en poursuivant sans relâche les efforts de vaccination. » Les malades étaient tous en réanimation, ce qui a nécessité l’emport de 18 bouteilles d’O2. L’appareil a fait escale à Pointe-à-Pitre pour refaire son chargement en bouteilles d’oxygène, précise French bee, la compagnie sœur d’Air Caraïbes, toutes deux filiales du Groupe Dubreuil. Air Caraïbes a évacué plus de 110 patients Covid des Antilles vers les hôpitaux d’Île-de-France. Le vol French bee Papeete/Orly a été opéré avec un des deux appareils Air Caraïbes, déjà équipés pour les opérations evasan réalisées depuis les Antilles. 
489;Covid-19 : avec 75 % de vaccinés et une épidémie en décrue, la Gironde entrevoit le bout du tunnel;20/09/2021;https://actu.fr/nouvelle-aquitaine/bordeaux_33063/covid-19-avec-75-de-vaccines-et-une-epidemie-en-decrue-la-gironde-entrevoit-le-bout-du-tunnel_45013858.html;Rédaction Bordeaux;societe;Selon les chiffres communiqués par l'Agence régionale de santé le 17 septembre, la circulation virale ralentit considérablement en Nouvelle-Aquitaine et notamment en Gironde.;Actu Nouvelle-Aquitaine Gironde Bordeaux Covid-19 : avec 75 % de vaccinés et une épidémie en décrue, la Gironde entrevoit le bout du tunnel Selon les chiffres communiqués par l'Agence régionale de santé le 17 septembre, la circulation virale ralentit considérablement en Nouvelle-Aquitaine et notamment en Gironde. La décrue de l’épidémie de Covid-19 se poursuit en Gironde en septembre 2021.    Actu Bordeaux Mon actu Suivre En a-t-on bientôt fini avec le Covid-19 ? Depuis quelques semaines, l’espoir grandit. En Nouvelle-Aquitaine, les chiffres communiqués le 17 septembre 2021 par l’ARS attestent de la décrue de l’épidémie, parallèlement à la progression de la vaccination.  À lire aussi Au CHU de Bordeaux : « du personnel non vacciné toujours en poste », d’après les syndicats « Les indicateurs épidémiologiques sont toujours à la baisse semaine 36 (du 6 au 12 septembre) et particulièrement le taux d’incidence (63,3 / 100 000 habitants contre 84,4 / 100 000 habitants) qui est même inférieur au seuil d’alerte (50 / 100 000 habitants) chez les 45 ans et plus. Mais il demeure encore élevé chez les moins de 15 ans (94,7 / 100 000 habitants) », précise l’Agence régionale de santé. Deux tiers des 12-17 ans vaccinés Pour autant, deux tiers des 12-17 ans ont désormais reçu une première dose notamment suite à la mise en place d’une campagne de vaccination dans les collèges et les lycées (voir vidéo ci-dessous).  En Gironde, le taux d’incidence est passé à 68,5 / 100 000 habitants – soit 7,7 points de moins que la semaine précédente – mais reste légèrement supérieur au seuil d’alerte (fixé à 50). À lire aussi Gironde : bientôt la fin du masque dans les bars, restaurants et cinémas ? Le nombre d’hospitalisations est en baisse, avec moins de 200 personnes hospitalisées, tout comme le nombre de malades du Covid-19 admis en réanimation. La situation sanitaire du 6 au 12 septembre en Nouvelle-Aquitaine.  La campagne de vaccination, elle, est bien avancée avec 75 % de la population girondine ayant reçu deux doses à la mi-septembre. 
490;Covid-19. Luxembourg : succès pour une pétition contre la vaccination obligatoire;19/09/2021;https://actu.fr/societe/coronavirus/covid-19-luxembourg-succes-pour-une-petition-contre-la-vaccination-obligatoire_45010415.html;Ninon Oget;societe;Une pétition contre la vaccination obligatoire au Luxembourg a un franc succès sur le site du gouvernement. Le sujet sera débattu par les députés et ministres compétents.;Actu Covid-19. Luxembourg : succès pour une pétition contre la vaccination obligatoire Une pétition contre la vaccination obligatoire au Luxembourg a un franc succès sur le site du gouvernement. Le sujet sera débattu par les députés et ministres compétents. Une pétition contre la vaccination obligatoire a un franc succès au Luxembourg.    Lorraine Actu Mon actu Suivre En ligne depuis seulement deux jours, une pétition contre la vaccination obligatoire a un franc succès au Luxembourg sur le site du gouvernement. « Laisser le libre-arbitre aux citoyens » L’objectif de la pétition est claire : « Ne pas rendre la vaccination au Covid-19 obligatoire pour les citoyens. Le but est également de ne pas instaurer, avec le temps, de discriminations entre les personnes vaccinées et les personnes non vaccinées ». Cette demande, formulée sur le site du gouvernement du Luxembourg, est motivée par le fait que « la vaccination obligatoire est une entrave aux libertés individuelles, aux droits de l’Homme ». Le pétitionnaire insiste sur le fait que le libre-arbitre doit être laissé aux citoyens concernant le domaine médical. À lire aussi Covid-19. Luxembourg : nouvelles mesures sanitaires, voici ce qui change Presque 800 000 luxembourgeois ont reçu une dose L’intérêt de la pétition est d’obtenir plus de 4 500 signatures dans un laps de temps pour qu’elle soit débattue par les députés et les ministres compétents. Et alors que le public peut encore la signer pendant quarante jours, la pétition a déjà recueilli 5 305 signatures le dimanche 19 septembre 2021, à 14h. Pendant ce temps, la vaccination continue son chemin chez nos voisins. Selon les dernières données fournies par le ministère de la Santé du Luxembourg, 398 431 personnes ont un schéma vaccinal complet au Grand-Duché, ce qui représente 72% de population pouvant être vaccinée (les habitants âgés de plus de 12 ans). 
